vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variacao;atividade;semana
10;10;3;5;0,7142857142857143;0,7692307692307693;0,6666666666666666;0,7142857142857142;ocsvm;40-55;Eating;6
10;11;3;4;0,75;0,7692307692307693;0,7142857142857143;0,7407407407407408;ocsvm;40-55;Eating;7
10;11;3;4;0,75;0,7692307692307693;0,7142857142857143;0,7407407407407408;ocsvm;40-55;Eating;8
0;15;13;0;0,5357142857142857;0,0;;;lof;40-55;Eating;1
0;15;13;0;0,5357142857142857;0,0;;;lof;40-55;Eating;2
4;15;9;0;0,6785714285714286;0,3076923076923077;1,0;0,47058823529411764;lof;40-55;Eating;3
8;14;5;1;0,7857142857142857;0,6153846153846154;0,8888888888888888;0,7272727272727274;lof;40-55;Eating;4
9;14;4;1;0,8214285714285714;0,6923076923076923;0,9;0,7826086956521738;lof;40-55;Eating;5
11;12;2;3;0,8214285714285714;0,8461538461538461;0,7857142857142857;0,8148148148148148;lof;40-55;Eating;6
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;lof;40-55;Eating;7
8;12;5;3;0,7142857142857143;0,6153846153846154;0,7272727272727273;0,6666666666666667;lof;40-55;Eating;8
1;11;12;4;0,42857142857142855;0,07692307692307693;0,2;0,1111111111111111;iforest;40-55;Eating;1
6;12;7;3;0,6428571428571429;0,46153846153846156;0,6666666666666666;0,5454545454545455;iforest;40-55;Eating;2
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;iforest;40-55;Eating;3
1;14;12;1;0,5357142857142857;0,07692307692307693;0,5;0,13333333333333336;iforest;40-55;Eating;4
2;13;11;2;0,5357142857142857;0,15384615384615385;0,5;0,23529411764705882;iforest;40-55;Eating;5
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;iforest;40-55;Eating;6
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;iforest;40-55;Eating;7
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;iforest;40-55;Eating;8
3;8;10;7;0,39285714285714285;0,23076923076923078;0,3;0,2608695652173913;rce;40-55;Eating;1
5;12;8;3;0,6071428571428571;0,38461538461538464;0,625;0,4761904761904762;rce;40-55;Eating;2
9;14;4;1;0,8214285714285714;0,6923076923076923;0,9;0,7826086956521738;rce;40-55;Eating;3
11;13;2;2;0,8571428571428571;0,8461538461538461;0,8461538461538461;0,8461538461538461;rce;40-55;Eating;4
11;14;2;1;0,8928571428571429;0,8461538461538461;0,9166666666666666;0,8799999999999999;rce;40-55;Eating;5
11;13;2;2;0,8571428571428571;0,8461538461538461;0,8461538461538461;0,8461538461538461;rce;40-55;Eating;6
11;14;2;1;0,8928571428571429;0,8461538461538461;0,9166666666666666;0,8799999999999999;rce;40-55;Eating;7
9;15;4;0;0,8571428571428571;0,6923076923076923;1,0;0,8181818181818181;rce;40-55;Eating;8
10;3;0;15;0,4642857142857143;1,0;0,4;0,5714285714285715;ocsvm;40-55;MealPreparation;1
10;8;0;10;0,6428571428571429;1,0;0,5;0,6666666666666666;ocsvm;40-55;MealPreparation;2
10;12;0;6;0,7857142857142857;1,0;0,625;0,7692307692307693;ocsvm;40-55;MealPreparation;3
10;8;0;10;0,6428571428571429;1,0;0,5;0,6666666666666666;ocsvm;40-55;MealPreparation;4
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;40-55;MealPreparation;5
10;12;0;6;0,7857142857142857;1,0;0,625;0,7692307692307693;ocsvm;40-55;MealPreparation;6
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;40-55;MealPreparation;7
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;40-55;MealPreparation;8
3;17;7;1;0,7142857142857143;0,3;0,75;0,4285714285714285;lof;40-55;MealPreparation;1
3;17;7;1;0,7142857142857143;0,3;0,75;0,4285714285714285;lof;40-55;MealPreparation;2
5;17;5;1;0,7857142857142857;0,5;0,8333333333333334;0,625;lof;40-55;MealPreparation;3
9;17;1;1;0,9285714285714286;0,9;0,9;0,9;lof;40-55;MealPreparation;4
6;17;4;1;0,8214285714285714;0,6;0,8571428571428571;0,7058823529411764;lof;40-55;MealPreparation;5
6;15;4;3;0,75;0,6;0,6666666666666666;0,631578947368421;lof;40-55;MealPreparation;6
6;15;4;3;0,75;0,6;0,6666666666666666;0,631578947368421;lof;40-55;MealPreparation;7
6;14;4;4;0,7142857142857143;0,6;0,6;0,6;lof;40-55;MealPreparation;8
3;10;7;8;0,4642857142857143;0,3;0,2727272727272727;0,28571428571428564;iforest;40-55;MealPreparation;1
3;10;7;8;0,4642857142857143;0,3;0,2727272727272727;0,28571428571428564;iforest;40-55;MealPreparation;2
4;9;6;9;0,4642857142857143;0,4;0,3076923076923077;0,34782608695652173;iforest;40-55;MealPreparation;3
4;9;6;9;0,4642857142857143;0,4;0,3076923076923077;0,34782608695652173;iforest;40-55;MealPreparation;4
6;13;4;5;0,6785714285714286;0,6;0,5454545454545454;0,5714285714285713;iforest;40-55;MealPreparation;5
7;15;3;3;0,7857142857142857;0,7;0,7;0,7;iforest;40-55;MealPreparation;6
7;17;3;1;0,8571428571428571;0,7;0,875;0,7777777777777777;iforest;40-55;MealPreparation;7
7;17;3;1;0,8571428571428571;0,7;0,875;0,7777777777777777;iforest;40-55;MealPreparation;8
10;4;0;14;0,5;1,0;0,4166666666666667;0,5882352941176471;rce;40-55;MealPreparation;1
5;10;5;8;0,5357142857142857;0,5;0,38461538461538464;0,4347826086956522;rce;40-55;MealPreparation;2
7;10;3;8;0,6071428571428571;0,7;0,4666666666666667;0,56;rce;40-55;MealPreparation;3
8;11;2;7;0,6785714285714286;0,8;0,5333333333333333;0,64;rce;40-55;MealPreparation;4
9;12;1;6;0,75;0,9;0,6;0,7200000000000001;rce;40-55;MealPreparation;5
9;16;1;2;0,8928571428571429;0,9;0,8181818181818182;0,8571428571428572;rce;40-55;MealPreparation;6
9;17;1;1;0,9285714285714286;0,9;0,9;0,9;rce;40-55;MealPreparation;7
8;17;2;1;0,8928571428571429;0,8;0,8888888888888888;0,8421052631578948;rce;40-55;MealPreparation;8
10;2;0;16;0,42857142857142855;1,0;0,38461538461538464;0,5555555555555556;ocsvm;40-55;Relax;1
10;7;0;11;0,6071428571428571;1,0;0,47619047619047616;0,6451612903225806;ocsvm;40-55;Relax;2
10;10;0;8;0,7142857142857143;1,0;0,5555555555555556;0,7142857142857143;ocsvm;40-55;Relax;3
10;11;0;7;0,75;1,0;0,5882352941176471;0,7407407407407407;ocsvm;40-55;Relax;4
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;ocsvm;40-55;Relax;5
9;12;1;6;0,75;0,9;0,6;0,7200000000000001;ocsvm;40-55;Relax;6
9;12;1;6;0,75;0,9;0,6;0,7200000000000001;ocsvm;40-55;Relax;7
9;12;1;6;0,75;0,9;0,6;0,7200000000000001;ocsvm;40-55;Relax;8
4;16;6;2;0,7142857142857143;0,4;0,6666666666666666;0,5;lof;40-55;Relax;1
7;14;3;4;0,75;0,7;0,6363636363636364;0,6666666666666666;lof;40-55;Relax;2
7;16;3;2;0,8214285714285714;0,7;0,7777777777777778;0,7368421052631577;lof;40-55;Relax;3
7;16;3;2;0,8214285714285714;0,7;0,7777777777777778;0,7368421052631577;lof;40-55;Relax;4
7;16;3;2;0,8214285714285714;0,7;0,7777777777777778;0,7368421052631577;lof;40-55;Relax;5
7;16;3;2;0,8214285714285714;0,7;0,7777777777777778;0,7368421052631577;lof;40-55;Relax;6
8;13;2;5;0,75;0,8;0,6153846153846154;0,6956521739130435;lof;40-55;Relax;7
8;13;2;5;0,75;0,8;0,6153846153846154;0,6956521739130435;lof;40-55;Relax;8
0;15;10;3;0,5357142857142857;0,0;0,0;;iforest;40-55;Relax;1
9;10;1;8;0,6785714285714286;0,9;0,5294117647058824;0,6666666666666667;iforest;40-55;Relax;2
8;11;2;7;0,6785714285714286;0,8;0,5333333333333333;0,64;iforest;40-55;Relax;3
9;10;1;8;0,6785714285714286;0,9;0,5294117647058824;0,6666666666666667;iforest;40-55;Relax;4
9;10;1;8;0,6785714285714286;0,9;0,5294117647058824;0,6666666666666667;iforest;40-55;Relax;5
8;10;2;8;0,6428571428571429;0,8;0,5;0,6153846153846154;iforest;40-55;Relax;6
8;10;2;8;0,6428571428571429;0,8;0,5;0,6153846153846154;iforest;40-55;Relax;7
9;9;1;9;0,6428571428571429;0,9;0,5;0,6428571428571429;iforest;40-55;Relax;8
10;1;0;17;0,39285714285714285;1,0;0,37037037037037035;0,5405405405405406;rce;40-55;Relax;1
10;9;0;9;0,6785714285714286;1,0;0,5263157894736842;0,6896551724137931;rce;40-55;Relax;2
8;11;2;7;0,6785714285714286;0,8;0,5333333333333333;0,64;rce;40-55;Relax;3
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;rce;40-55;Relax;4
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;rce;40-55;Relax;5
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;rce;40-55;Relax;6
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;rce;40-55;Relax;7
9;11;1;7;0,7142857142857143;0,9;0,5625;0,6923076923076923;rce;40-55;Relax;8
11;7;1;9;0,6428571428571429;0,9166666666666666;0,55;0,6874999999999999;ocsvm;40-55;Sleeping;1
10;9;2;7;0,6785714285714286;0,8333333333333334;0,5882352941176471;0,6896551724137931;ocsvm;40-55;Sleeping;2
10;12;2;4;0,7857142857142857;0,8333333333333334;0,7142857142857143;0,7692307692307692;ocsvm;40-55;Sleeping;3
10;12;2;4;0,7857142857142857;0,8333333333333334;0,7142857142857143;0,7692307692307692;ocsvm;40-55;Sleeping;4
10;11;2;5;0,75;0,8333333333333334;0,6666666666666666;0,7407407407407408;ocsvm;40-55;Sleeping;5
10;12;2;4;0,7857142857142857;0,8333333333333334;0,7142857142857143;0,7692307692307692;ocsvm;40-55;Sleeping;6
10;13;2;3;0,8214285714285714;0,8333333333333334;0,7692307692307693;0,8;ocsvm;40-55;Sleeping;7
10;13;2;3;0,8214285714285714;0,8333333333333334;0,7692307692307693;0,8;ocsvm;40-55;Sleeping;8
2;15;10;1;0,6071428571428571;0,16666666666666666;0,6666666666666666;0,26666666666666666;lof;40-55;Sleeping;1
4;15;8;1;0,6785714285714286;0,3333333333333333;0,8;0,47058823529411764;lof;40-55;Sleeping;2
4;15;8;1;0,6785714285714286;0,3333333333333333;0,8;0,47058823529411764;lof;40-55;Sleeping;3
6;15;6;1;0,75;0,5;0,8571428571428571;0,631578947368421;lof;40-55;Sleeping;4
6;12;6;4;0,6428571428571429;0,5;0,6;0,5454545454545454;lof;40-55;Sleeping;5
7;13;5;3;0,7142857142857143;0,5833333333333334;0,7;0,6363636363636365;lof;40-55;Sleeping;6
8;12;4;4;0,7142857142857143;0,6666666666666666;0,6666666666666666;0,6666666666666666;lof;40-55;Sleeping;7
8;13;4;3;0,75;0,6666666666666666;0,7272727272727273;0,6956521739130435;lof;40-55;Sleeping;8
7;12;5;4;0,6785714285714286;0,5833333333333334;0,6363636363636364;0,6086956521739131;iforest;40-55;Sleeping;1
7;11;5;5;0,6428571428571429;0,5833333333333334;0,5833333333333334;0,5833333333333334;iforest;40-55;Sleeping;2
6;15;6;1;0,75;0,5;0,8571428571428571;0,631578947368421;iforest;40-55;Sleeping;3
8;15;4;1;0,8214285714285714;0,6666666666666666;0,8888888888888888;0,761904761904762;iforest;40-55;Sleeping;4
8;15;4;1;0,8214285714285714;0,6666666666666666;0,8888888888888888;0,761904761904762;iforest;40-55;Sleeping;5
8;14;4;2;0,7857142857142857;0,6666666666666666;0,8;0,7272727272727272;iforest;40-55;Sleeping;6
8;14;4;2;0,7857142857142857;0,6666666666666666;0,8;0,7272727272727272;iforest;40-55;Sleeping;7
10;14;2;2;0,8571428571428571;0,8333333333333334;0,8333333333333334;0,8333333333333334;iforest;40-55;Sleeping;8
9;14;3;2;0,8214285714285714;0,75;0,8181818181818182;0,7826086956521738;rce;40-55;Sleeping;1
8;14;4;2;0,7857142857142857;0,6666666666666666;0,8;0,7272727272727272;rce;40-55;Sleeping;2
7;15;5;1;0,7857142857142857;0,5833333333333334;0,875;0,7000000000000001;rce;40-55;Sleeping;3
8;15;4;1;0,8214285714285714;0,6666666666666666;0,8888888888888888;0,761904761904762;rce;40-55;Sleeping;4
8;14;4;2;0,7857142857142857;0,6666666666666666;0,8;0,7272727272727272;rce;40-55;Sleeping;5
9;14;3;2;0,8214285714285714;0,75;0,8181818181818182;0,7826086956521738;rce;40-55;Sleeping;6
11;13;1;3;0,8571428571428571;0,9166666666666666;0,7857142857142857;0,8461538461538461;rce;40-55;Sleeping;7
11;12;1;4;0,8214285714285714;0,9166666666666666;0,7333333333333333;0,8148148148148148;rce;40-55;Sleeping;8
14;3;0;11;0,6071428571428571;1,0;0,56;0,717948717948718;ocsvm;60-75;BedToToilet;1
14;9;0;5;0,8214285714285714;1,0;0,7368421052631579;0,8484848484848484;ocsvm;60-75;BedToToilet;2
14;11;0;3;0,8928571428571429;1,0;0,8235294117647058;0,9032258064516129;ocsvm;60-75;BedToToilet;3
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;ocsvm;60-75;BedToToilet;4
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;ocsvm;60-75;BedToToilet;5
14;9;0;5;0,8214285714285714;1,0;0,7368421052631579;0,8484848484848484;ocsvm;60-75;BedToToilet;6
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;ocsvm;60-75;BedToToilet;7
14;12;0;2;0,9285714285714286;1,0;0,875;0,9333333333333333;ocsvm;60-75;BedToToilet;8
14;14;0;0;1,0;1,0;1,0;1,0;lof;60-75;BedToToilet;1
14;14;0;0;1,0;1,0;1,0;1,0;lof;60-75;BedToToilet;2
14;14;0;0;1,0;1,0;1,0;1,0;lof;60-75;BedToToilet;3
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;lof;60-75;BedToToilet;4
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;lof;60-75;BedToToilet;5
14;14;0;0;1,0;1,0;1,0;1,0;lof;60-75;BedToToilet;6
14;9;0;5;0,8214285714285714;1,0;0,7368421052631579;0,8484848484848484;lof;60-75;BedToToilet;7
14;9;0;5;0,8214285714285714;1,0;0,7368421052631579;0,8484848484848484;lof;60-75;BedToToilet;8
1;13;13;1;0,5;0,07142857142857142;0,5;0,125;iforest;60-75;BedToToilet;1
0;13;14;1;0,4642857142857143;0,0;0,0;;iforest;60-75;BedToToilet;2
9;12;5;2;0,75;0,6428571428571429;0,8181818181818182;0,7200000000000001;iforest;60-75;BedToToilet;3
9;11;5;3;0,7142857142857143;0,6428571428571429;0,75;0,6923076923076924;iforest;60-75;BedToToilet;4
10;11;4;3;0,75;0,7142857142857143;0,7692307692307693;0,7407407407407408;iforest;60-75;BedToToilet;5
10;10;4;4;0,7142857142857143;0,7142857142857143;0,7142857142857143;0,7142857142857143;iforest;60-75;BedToToilet;6
14;10;0;4;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;iforest;60-75;BedToToilet;7
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;iforest;60-75;BedToToilet;8
14;7;0;7;0,75;1,0;0,6666666666666666;0,8;rce;60-75;BedToToilet;1
12;10;2;4;0,7857142857142857;0,8571428571428571;0,75;0,7999999999999999;rce;60-75;BedToToilet;2
12;8;2;6;0,7142857142857143;0,8571428571428571;0,6666666666666666;0,75;rce;60-75;BedToToilet;3
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;rce;60-75;BedToToilet;4
14;13;0;1;0,9642857142857143;1,0;0,9333333333333333;0,9655172413793104;rce;60-75;BedToToilet;5
13;8;1;6;0,75;0,9285714285714286;0,6842105263157895;0,7878787878787878;rce;60-75;BedToToilet;6
12;11;2;3;0,8214285714285714;0,8571428571428571;0,8;0,8275862068965518;rce;60-75;BedToToilet;7
11;13;3;1;0,8571428571428571;0,7857142857142857;0,9166666666666666;0,8461538461538461;rce;60-75;BedToToilet;8
8;3;3;14;0,39285714285714285;0,7272727272727273;0,36363636363636365;0,4848484848484849;ocsvm;60-75;Eating;1
7;10;4;7;0,6071428571428571;0,6363636363636364;0,5;0,56;ocsvm;60-75;Eating;2
7;13;4;4;0,7142857142857143;0,6363636363636364;0,6363636363636364;0,6363636363636364;ocsvm;60-75;Eating;3
7;13;4;4;0,7142857142857143;0,6363636363636364;0,6363636363636364;0,6363636363636364;ocsvm;60-75;Eating;4
7;14;4;3;0,75;0,6363636363636364;0,7;0,6666666666666666;ocsvm;60-75;Eating;5
7;13;4;4;0,7142857142857143;0,6363636363636364;0,6363636363636364;0,6363636363636364;ocsvm;60-75;Eating;6
7;14;4;3;0,75;0,6363636363636364;0,7;0,6666666666666666;ocsvm;60-75;Eating;7
7;14;4;3;0,75;0,6363636363636364;0,7;0,6666666666666666;ocsvm;60-75;Eating;8
0;17;11;0;0,6071428571428571;0,0;;;lof;60-75;Eating;1
2;17;9;0;0,6785714285714286;0,18181818181818182;1,0;0,3076923076923077;lof;60-75;Eating;2
6;17;5;0;0,8214285714285714;0,5454545454545454;1,0;0,7058823529411764;lof;60-75;Eating;3
7;16;4;1;0,8214285714285714;0,6363636363636364;0,875;0,7368421052631579;lof;60-75;Eating;4
7;16;4;1;0,8214285714285714;0,6363636363636364;0,875;0,7368421052631579;lof;60-75;Eating;5
8;14;3;3;0,7857142857142857;0,7272727272727273;0,7272727272727273;0,7272727272727273;lof;60-75;Eating;6
9;15;2;2;0,8571428571428571;0,8181818181818182;0,8181818181818182;0,8181818181818182;lof;60-75;Eating;7
7;14;4;3;0,75;0,6363636363636364;0,7;0,6666666666666666;lof;60-75;Eating;8
1;14;10;3;0,5357142857142857;0,09090909090909091;0,25;0,13333333333333333;iforest;60-75;Eating;1
6;14;5;3;0,7142857142857143;0,5454545454545454;0,6666666666666666;0,6;iforest;60-75;Eating;2
6;16;5;1;0,7857142857142857;0,5454545454545454;0,8571428571428571;0,6666666666666665;iforest;60-75;Eating;3
1;16;10;1;0,6071428571428571;0,09090909090909091;0,5;0,15384615384615385;iforest;60-75;Eating;4
2;15;9;2;0,6071428571428571;0,18181818181818182;0,5;0,26666666666666666;iforest;60-75;Eating;5
7;16;4;1;0,8214285714285714;0,6363636363636364;0,875;0,7368421052631579;iforest;60-75;Eating;6
6;16;5;1;0,7857142857142857;0,5454545454545454;0,8571428571428571;0,6666666666666665;iforest;60-75;Eating;7
6;16;5;1;0,7857142857142857;0,5454545454545454;0,8571428571428571;0,6666666666666665;iforest;60-75;Eating;8
2;10;9;7;0,42857142857142855;0,18181818181818182;0,2222222222222222;0,19999999999999998;rce;60-75;Eating;1
6;15;5;2;0,75;0,5454545454545454;0,75;0,631578947368421;rce;60-75;Eating;2
7;16;4;1;0,8214285714285714;0,6363636363636364;0,875;0,7368421052631579;rce;60-75;Eating;3
9;15;2;2;0,8571428571428571;0,8181818181818182;0,8181818181818182;0,8181818181818182;rce;60-75;Eating;4
9;16;2;1;0,8928571428571429;0,8181818181818182;0,9;0,8571428571428572;rce;60-75;Eating;5
9;15;2;2;0,8571428571428571;0,8181818181818182;0,8181818181818182;0,8181818181818182;rce;60-75;Eating;6
9;16;2;1;0,8928571428571429;0,8181818181818182;0,9;0,8571428571428572;rce;60-75;Eating;7
7;17;4;0;0,8571428571428571;0,6363636363636364;1,0;0,7777777777777778;rce;60-75;Eating;8
12;2;0;14;0,5;1,0;0,46153846153846156;0,631578947368421;ocsvm;60-75;MealPreparation;1
12;6;0;10;0,6428571428571429;1,0;0,5454545454545454;0,7058823529411764;ocsvm;60-75;MealPreparation;2
12;10;0;6;0,7857142857142857;1,0;0,6666666666666666;0,8;ocsvm;60-75;MealPreparation;3
12;6;0;10;0,6428571428571429;1,0;0,5454545454545454;0,7058823529411764;ocsvm;60-75;MealPreparation;4
12;14;0;2;0,9285714285714286;1,0;0,8571428571428571;0,923076923076923;ocsvm;60-75;MealPreparation;5
12;10;0;6;0,7857142857142857;1,0;0,6666666666666666;0,8;ocsvm;60-75;MealPreparation;6
12;14;0;2;0,9285714285714286;1,0;0,8571428571428571;0,923076923076923;ocsvm;60-75;MealPreparation;7
12;14;0;2;0,9285714285714286;1,0;0,8571428571428571;0,923076923076923;ocsvm;60-75;MealPreparation;8
2;15;10;1;0,6071428571428571;0,16666666666666666;0,6666666666666666;0,26666666666666666;lof;60-75;MealPreparation;1
7;15;5;1;0,7857142857142857;0,5833333333333334;0,875;0,7000000000000001;lof;60-75;MealPreparation;2
9;15;3;1;0,8571428571428571;0,75;0,9;0,8181818181818182;lof;60-75;MealPreparation;3
12;15;0;1;0,9642857142857143;1,0;0,9230769230769231;0,9600000000000001;lof;60-75;MealPreparation;4
11;16;1;0;0,9642857142857143;0,9166666666666666;1,0;0,9565217391304348;lof;60-75;MealPreparation;5
11;14;1;2;0,8928571428571429;0,9166666666666666;0,8461538461538461;0,8799999999999999;lof;60-75;MealPreparation;6
11;14;1;2;0,8928571428571429;0,9166666666666666;0,8461538461538461;0,8799999999999999;lof;60-75;MealPreparation;7
11;13;1;3;0,8571428571428571;0,9166666666666666;0,7857142857142857;0,8461538461538461;lof;60-75;MealPreparation;8
2;8;10;8;0,35714285714285715;0,16666666666666666;0,2;0,1818181818181818;iforest;60-75;MealPreparation;1
