vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variacao;atividade;semana
2;8;10;8;0,35714285714285715;0,16666666666666666;0,2;0,1818181818181818;iforest;60-75;MealPreparation;2
3;7;9;9;0,35714285714285715;0,25;0,25;0,25;iforest;60-75;MealPreparation;3
3;7;9;9;0,35714285714285715;0,25;0,25;0,25;iforest;60-75;MealPreparation;4
12;11;0;5;0,8214285714285714;1,0;0,7058823529411765;0,8275862068965517;iforest;60-75;MealPreparation;5
12;13;0;3;0,8928571428571429;1,0;0,8;0,888888888888889;iforest;60-75;MealPreparation;6
12;15;0;1;0,9642857142857143;1,0;0,9230769230769231;0,9600000000000001;iforest;60-75;MealPreparation;7
12;15;0;1;0,9642857142857143;1,0;0,9230769230769231;0,9600000000000001;iforest;60-75;MealPreparation;8
12;3;0;13;0,5357142857142857;1,0;0,48;0,6486486486486487;rce;60-75;MealPreparation;1
11;8;1;8;0,6785714285714286;0,9166666666666666;0,5789473684210527;0,7096774193548387;rce;60-75;MealPreparation;2
11;8;1;8;0,6785714285714286;0,9166666666666666;0,5789473684210527;0,7096774193548387;rce;60-75;MealPreparation;3
11;9;1;7;0,7142857142857143;0,9166666666666666;0,6111111111111112;0,7333333333333334;rce;60-75;MealPreparation;4
12;10;0;6;0,7857142857142857;1,0;0,6666666666666666;0,8;rce;60-75;MealPreparation;5
12;15;0;1;0,9642857142857143;1,0;0,9230769230769231;0,9600000000000001;rce;60-75;MealPreparation;6
12;15;0;1;0,9642857142857143;1,0;0,9230769230769231;0,9600000000000001;rce;60-75;MealPreparation;7
11;15;1;1;0,9285714285714286;0,9166666666666666;0,9166666666666666;0,9166666666666666;rce;60-75;MealPreparation;8
13;1;0;14;0,5;1,0;0,48148148148148145;0,65;ocsvm;60-75;Relax;1
13;7;0;8;0,7142857142857143;1,0;0,6190476190476191;0,7647058823529412;ocsvm;60-75;Relax;2
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;ocsvm;60-75;Relax;3
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;ocsvm;60-75;Relax;4
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;ocsvm;60-75;Relax;5
13;11;0;4;0,8571428571428571;1,0;0,7647058823529411;0,8666666666666666;ocsvm;60-75;Relax;6
13;11;0;4;0,8571428571428571;1,0;0,7647058823529411;0,8666666666666666;ocsvm;60-75;Relax;7
13;11;0;4;0,8571428571428571;1,0;0,7647058823529411;0,8666666666666666;ocsvm;60-75;Relax;8
12;14;1;1;0,9285714285714286;0,9230769230769231;0,9230769230769231;0,9230769230769231;lof;60-75;Relax;1
13;12;0;3;0,8928571428571429;1,0;0,8125;0,896551724137931;lof;60-75;Relax;2
13;14;0;1;0,9642857142857143;1,0;0,9285714285714286;0,962962962962963;lof;60-75;Relax;3
13;14;0;1;0,9642857142857143;1,0;0,9285714285714286;0,962962962962963;lof;60-75;Relax;4
13;14;0;1;0,9642857142857143;1,0;0,9285714285714286;0,962962962962963;lof;60-75;Relax;5
13;14;0;1;0,9642857142857143;1,0;0,9285714285714286;0,962962962962963;lof;60-75;Relax;6
13;12;0;3;0,8928571428571429;1,0;0,8125;0,896551724137931;lof;60-75;Relax;7
13;12;0;3;0,8928571428571429;1,0;0,8125;0,896551724137931;lof;60-75;Relax;8
0;15;13;0;0,5357142857142857;0,0;;;iforest;60-75;Relax;1
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;iforest;60-75;Relax;2
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;iforest;60-75;Relax;3
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;iforest;60-75;Relax;4
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;iforest;60-75;Relax;5
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;iforest;60-75;Relax;6
13;9;0;6;0,7857142857142857;1,0;0,6842105263157895;0,8125000000000001;iforest;60-75;Relax;7
13;8;0;7;0,75;1,0;0,65;0,787878787878788;iforest;60-75;Relax;8
13;1;0;14;0,5;1,0;0,48148148148148145;0,65;rce;60-75;Relax;1
13;8;0;7;0,75;1,0;0,65;0,787878787878788;rce;60-75;Relax;2
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;3
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;4
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;5
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;6
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;7
13;10;0;5;0,8214285714285714;1,0;0,7222222222222222;0,8387096774193548;rce;60-75;Relax;8
12;8;1;7;0,7142857142857143;0,9230769230769231;0,631578947368421;0,7499999999999999;ocsvm;60-75;Sleeping;1
12;10;1;5;0,7857142857142857;0,9230769230769231;0,7058823529411765;0,8000000000000002;ocsvm;60-75;Sleeping;2
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;ocsvm;60-75;Sleeping;3
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;ocsvm;60-75;Sleeping;4
10;12;3;3;0,7857142857142857;0,7692307692307693;0,7692307692307693;0,7692307692307693;ocsvm;60-75;Sleeping;5
10;12;3;3;0,7857142857142857;0,7692307692307693;0,7692307692307693;0,7692307692307693;ocsvm;60-75;Sleeping;6
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;ocsvm;60-75;Sleeping;7
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;ocsvm;60-75;Sleeping;8
2;14;11;1;0,5714285714285714;0,15384615384615385;0,6666666666666666;0,25;lof;60-75;Sleeping;1
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;lof;60-75;Sleeping;2
7;14;6;1;0,75;0,5384615384615384;0,875;0,6666666666666667;lof;60-75;Sleeping;3
9;14;4;1;0,8214285714285714;0,6923076923076923;0,9;0,7826086956521738;lof;60-75;Sleeping;4
9;13;4;2;0,7857142857142857;0,6923076923076923;0,8181818181818182;0,7500000000000001;lof;60-75;Sleeping;5
9;13;4;2;0,7857142857142857;0,6923076923076923;0,8181818181818182;0,7500000000000001;lof;60-75;Sleeping;6
9;11;4;4;0,7142857142857143;0,6923076923076923;0,6923076923076923;0,6923076923076923;lof;60-75;Sleeping;7
10;12;3;3;0,7857142857142857;0,7692307692307693;0,7692307692307693;0,7692307692307693;lof;60-75;Sleeping;8
7;11;6;4;0,6428571428571429;0,5384615384615384;0,6363636363636364;0,5833333333333334;iforest;60-75;Sleeping;1
9;11;4;4;0,7142857142857143;0,6923076923076923;0,6923076923076923;0,6923076923076923;iforest;60-75;Sleeping;2
9;14;4;1;0,8214285714285714;0,6923076923076923;0,9;0,7826086956521738;iforest;60-75;Sleeping;3
10;14;3;1;0,8571428571428571;0,7692307692307693;0,9090909090909091;0,8333333333333333;iforest;60-75;Sleeping;4
10;14;3;1;0,8571428571428571;0,7692307692307693;0,9090909090909091;0,8333333333333333;iforest;60-75;Sleeping;5
10;14;3;1;0,8571428571428571;0,7692307692307693;0,9090909090909091;0,8333333333333333;iforest;60-75;Sleeping;6
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;iforest;60-75;Sleeping;7
11;13;2;2;0,8571428571428571;0,8461538461538461;0,8461538461538461;0,8461538461538461;iforest;60-75;Sleeping;8
11;13;2;2;0,8571428571428571;0,8461538461538461;0,8461538461538461;0,8461538461538461;rce;60-75;Sleeping;1
9;13;4;2;0,7857142857142857;0,6923076923076923;0,8181818181818182;0,7500000000000001;rce;60-75;Sleeping;2
10;14;3;1;0,8571428571428571;0,7692307692307693;0,9090909090909091;0,8333333333333333;rce;60-75;Sleeping;3
10;14;3;1;0,8571428571428571;0,7692307692307693;0,9090909090909091;0,8333333333333333;rce;60-75;Sleeping;4
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;rce;60-75;Sleeping;5
10;13;3;2;0,8214285714285714;0,7692307692307693;0,8333333333333334;0,8;rce;60-75;Sleeping;6
11;12;2;3;0,8214285714285714;0,8461538461538461;0,7857142857142857;0,8148148148148148;rce;60-75;Sleeping;7
11;12;2;3;0,8214285714285714;0,8461538461538461;0,7857142857142857;0,8148148148148148;rce;60-75;Sleeping;8
11;4;0;13;0,5357142857142857;1,0;0,4583333333333333;0,6285714285714286;ocsvm;80-95;BedToToilet;1
11;12;0;5;0,8214285714285714;1,0;0,6875;0,8148148148148148;ocsvm;80-95;BedToToilet;2
11;14;0;3;0,8928571428571429;1,0;0,7857142857142857;0,88;ocsvm;80-95;BedToToilet;3
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;ocsvm;80-95;BedToToilet;4
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;ocsvm;80-95;BedToToilet;5
11;11;0;6;0,7857142857142857;1,0;0,6470588235294118;0,7857142857142858;ocsvm;80-95;BedToToilet;6
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;ocsvm;80-95;BedToToilet;7
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;ocsvm;80-95;BedToToilet;8
11;17;0;0;1,0;1,0;1,0;1,0;lof;80-95;BedToToilet;1
11;17;0;0;1,0;1,0;1,0;1,0;lof;80-95;BedToToilet;2
11;17;0;0;1,0;1,0;1,0;1,0;lof;80-95;BedToToilet;3
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;lof;80-95;BedToToilet;4
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;lof;80-95;BedToToilet;5
11;17;0;0;1,0;1,0;1,0;1,0;lof;80-95;BedToToilet;6
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;lof;80-95;BedToToilet;7
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;lof;80-95;BedToToilet;8
1;16;10;1;0,6071428571428571;0,09090909090909091;0,5;0,15384615384615385;iforest;80-95;BedToToilet;1
0;16;11;1;0,5714285714285714;0,0;0,0;;iforest;80-95;BedToToilet;2
8;15;3;2;0,8214285714285714;0,7272727272727273;0,8;0,761904761904762;iforest;80-95;BedToToilet;3
8;14;3;3;0,7857142857142857;0,7272727272727273;0,7272727272727273;0,7272727272727273;iforest;80-95;BedToToilet;4
10;14;1;3;0,8571428571428571;0,9090909090909091;0,7692307692307693;0,8333333333333333;iforest;80-95;BedToToilet;5
10;13;1;4;0,8214285714285714;0,9090909090909091;0,7142857142857143;0,8;iforest;80-95;BedToToilet;6
11;13;0;4;0,8571428571428571;1,0;0,7333333333333333;0,846153846153846;iforest;80-95;BedToToilet;7
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;iforest;80-95;BedToToilet;8
11;8;0;9;0,6785714285714286;1,0;0,55;0,7096774193548387;rce;80-95;BedToToilet;1
10;11;1;6;0,75;0,9090909090909091;0,625;0,7407407407407406;rce;80-95;BedToToilet;2
10;9;1;8;0,6785714285714286;0,9090909090909091;0,5555555555555556;0,6896551724137931;rce;80-95;BedToToilet;3
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;rce;80-95;BedToToilet;4
11;16;0;1;0,9642857142857143;1,0;0,9166666666666666;0,9565217391304348;rce;80-95;BedToToilet;5
10;9;1;8;0,6785714285714286;0,9090909090909091;0,5555555555555556;0,6896551724137931;rce;80-95;BedToToilet;6
10;14;1;3;0,8571428571428571;0,9090909090909091;0,7692307692307693;0,8333333333333333;rce;80-95;BedToToilet;7
9;16;2;1;0,8928571428571429;0,8181818181818182;0,9;0,8571428571428572;rce;80-95;BedToToilet;8
11;2;1;14;0,4642857142857143;0,9166666666666666;0,44;0,5945945945945945;ocsvm;80-95;Eating;1
11;9;1;7;0,7142857142857143;0,9166666666666666;0,6111111111111112;0,7333333333333334;ocsvm;80-95;Eating;2
11;12;1;4;0,8214285714285714;0,9166666666666666;0,7333333333333333;0,8148148148148148;ocsvm;80-95;Eating;3
11;12;1;4;0,8214285714285714;0,9166666666666666;0,7333333333333333;0,8148148148148148;ocsvm;80-95;Eating;4
11;13;1;3;0,8571428571428571;0,9166666666666666;0,7857142857142857;0,8461538461538461;ocsvm;80-95;Eating;5
11;12;1;4;0,8214285714285714;0,9166666666666666;0,7333333333333333;0,8148148148148148;ocsvm;80-95;Eating;6
11;13;1;3;0,8571428571428571;0,9166666666666666;0,7857142857142857;0,8461538461538461;ocsvm;80-95;Eating;7
11;13;1;3;0,8571428571428571;0,9166666666666666;0,7857142857142857;0,8461538461538461;ocsvm;80-95;Eating;8
1;16;11;0;0,6071428571428571;0,08333333333333333;1,0;0,15384615384615385;lof;80-95;Eating;1
5;16;7;0;0,75;0,4166666666666667;1,0;0,5882352941176471;lof;80-95;Eating;2
9;16;3;0;0,8928571428571429;0,75;1,0;0,8571428571428571;lof;80-95;Eating;3
10;15;2;1;0,8928571428571429;0,8333333333333334;0,9090909090909091;0,8695652173913043;lof;80-95;Eating;4
10;15;2;1;0,8928571428571429;0,8333333333333334;0,9090909090909091;0,8695652173913043;lof;80-95;Eating;5
10;12;2;4;0,7857142857142857;0,8333333333333334;0,7142857142857143;0,7692307692307692;lof;80-95;Eating;6
10;13;2;3;0,8214285714285714;0,8333333333333334;0,7692307692307693;0,8;lof;80-95;Eating;7
10;12;2;4;0,7857142857142857;0,8333333333333334;0,7142857142857143;0,7692307692307692;lof;80-95;Eating;8
0;13;12;3;0,4642857142857143;0,0;0,0;;iforest;80-95;Eating;1
8;13;4;3;0,75;0,6666666666666666;0,7272727272727273;0,6956521739130435;iforest;80-95;Eating;2
9;15;3;1;0,8571428571428571;0,75;0,9;0,8181818181818182;iforest;80-95;Eating;3
0;15;12;1;0,5357142857142857;0,0;0,0;;iforest;80-95;Eating;4
1;14;11;2;0,5357142857142857;0,08333333333333333;0,3333333333333333;0,13333333333333333;iforest;80-95;Eating;5
9;15;3;1;0,8571428571428571;0,75;0,9;0,8181818181818182;iforest;80-95;Eating;6
9;15;3;1;0,8571428571428571;0,75;0,9;0,8181818181818182;iforest;80-95;Eating;7
9;15;3;1;0,8571428571428571;0,75;0,9;0,8181818181818182;iforest;80-95;Eating;8
9;9;3;7;0,6428571428571429;0,75;0,5625;0,6428571428571429;rce;80-95;Eating;1
9;14;3;2;0,8214285714285714;0,75;0,8181818181818182;0,7826086956521738;rce;80-95;Eating;2
10;15;2;1;0,8928571428571429;0,8333333333333334;0,9090909090909091;0,8695652173913043;rce;80-95;Eating;3
11;14;1;2;0,8928571428571429;0,9166666666666666;0,8461538461538461;0,8799999999999999;rce;80-95;Eating;4
11;15;1;1;0,9285714285714286;0,9166666666666666;0,9166666666666666;0,9166666666666666;rce;80-95;Eating;5
11;14;1;2;0,8928571428571429;0,9166666666666666;0,8461538461538461;0,8799999999999999;rce;80-95;Eating;6
11;15;1;1;0,9285714285714286;0,9166666666666666;0,9166666666666666;0,9166666666666666;rce;80-95;Eating;7
10;16;2;0;0,9285714285714286;0,8333333333333334;1,0;0,9090909090909091;rce;80-95;Eating;8
10;2;0;16;0,42857142857142855;1,0;0,38461538461538464;0,5555555555555556;ocsvm;80-95;MealPreparation;1
10;9;0;9;0,6785714285714286;1,0;0,5263157894736842;0,6896551724137931;ocsvm;80-95;MealPreparation;2
10;11;0;7;0,75;1,0;0,5882352941176471;0,7407407407407407;ocsvm;80-95;MealPreparation;3
10;9;0;9;0,6785714285714286;1,0;0,5263157894736842;0,6896551724137931;ocsvm;80-95;MealPreparation;4
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;80-95;MealPreparation;5
10;13;0;5;0,8214285714285714;1,0;0,6666666666666666;0,8;ocsvm;80-95;MealPreparation;6
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;80-95;MealPreparation;7
10;16;0;2;0,9285714285714286;1,0;0,8333333333333334;0,9090909090909091;ocsvm;80-95;MealPreparation;8
9;17;1;1;0,9285714285714286;0,9;0,9;0,9;lof;80-95;MealPreparation;1
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;lof;80-95;MealPreparation;2
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;lof;80-95;MealPreparation;3
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;lof;80-95;MealPreparation;4
10;18;0;0;1,0;1,0;1,0;1,0;lof;80-95;MealPreparation;5
10;15;0;3;0,8928571428571429;1,0;0,7692307692307693;0,8695652173913044;lof;80-95;MealPreparation;6
10;15;0;3;0,8928571428571429;1,0;0,7692307692307693;0,8695652173913044;lof;80-95;MealPreparation;7
10;14;0;4;0,8571428571428571;1,0;0,7142857142857143;0,8333333333333333;lof;80-95;MealPreparation;8
5;9;5;9;0,5;0,5;0,35714285714285715;0,41666666666666663;iforest;80-95;MealPreparation;1
5;10;5;8;0,5357142857142857;0,5;0,38461538461538464;0,4347826086956522;iforest;80-95;MealPreparation;2
5;9;5;9;0,5;0,5;0,35714285714285715;0,41666666666666663;iforest;80-95;MealPreparation;3
5;9;5;9;0,5;0,5;0,35714285714285715;0,41666666666666663;iforest;80-95;MealPreparation;4
10;14;0;4;0,8571428571428571;1,0;0,7142857142857143;0,8333333333333333;iforest;80-95;MealPreparation;5
10;14;0;4;0,8571428571428571;1,0;0,7142857142857143;0,8333333333333333;iforest;80-95;MealPreparation;6
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;iforest;80-95;MealPreparation;7
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;iforest;80-95;MealPreparation;8
10;3;0;15;0,4642857142857143;1,0;0,4;0,5714285714285715;rce;80-95;MealPreparation;1
10;10;0;8;0,7142857142857143;1,0;0,5555555555555556;0,7142857142857143;rce;80-95;MealPreparation;2
10;10;0;8;0,7142857142857143;1,0;0,5555555555555556;0,7142857142857143;rce;80-95;MealPreparation;3
10;12;0;6;0,7857142857142857;1,0;0,625;0,7692307692307693;rce;80-95;MealPreparation;4
10;13;0;5;0,8214285714285714;1,0;0,6666666666666666;0,8;rce;80-95;MealPreparation;5
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;rce;80-95;MealPreparation;6
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;rce;80-95;MealPreparation;7
10;17;0;1;0,9642857142857143;1,0;0,9090909090909091;0,9523809523809523;rce;80-95;MealPreparation;8
11;1;0;16;0,42857142857142855;1,0;0,4074074074074074;0,5789473684210525;ocsvm;80-95;Relax;1
11;7;0;10;0,6428571428571429;1,0;0,5238095238095238;0,6875000000000001;ocsvm;80-95;Relax;2
11;9;0;8;0,7142857142857143;1,0;0,5789473684210527;0,7333333333333334;ocsvm;80-95;Relax;3
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;ocsvm;80-95;Relax;4
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;ocsvm;80-95;Relax;5
11;11;0;6;0,7857142857142857;1,0;0,6470588235294118;0,7857142857142858;ocsvm;80-95;Relax;6
11;11;0;6;0,7857142857142857;1,0;0,6470588235294118;0,7857142857142858;ocsvm;80-95;Relax;7
11;11;0;6;0,7857142857142857;1,0;0,6470588235294118;0,7857142857142858;ocsvm;80-95;Relax;8
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;lof;80-95;Relax;1
11;13;0;4;0,8571428571428571;1,0;0,7333333333333333;0,846153846153846;lof;80-95;Relax;2
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;lof;80-95;Relax;3
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;lof;80-95;Relax;4
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;lof;80-95;Relax;5
11;15;0;2;0,9285714285714286;1,0;0,8461538461538461;0,9166666666666666;lof;80-95;Relax;6
11;13;0;4;0,8571428571428571;1,0;0,7333333333333333;0,846153846153846;lof;80-95;Relax;7
11;13;0;4;0,8571428571428571;1,0;0,7333333333333333;0,846153846153846;lof;80-95;Relax;8
0;15;11;2;0,5357142857142857;0,0;0,0;;iforest;80-95;Relax;1
11;9;0;8;0,7142857142857143;1,0;0,5789473684210527;0,7333333333333334;iforest;80-95;Relax;2
11;11;0;6;0,7857142857142857;1,0;0,6470588235294118;0,7857142857142858;iforest;80-95;Relax;3
11;9;0;8;0,7142857142857143;1,0;0,5789473684210527;0,7333333333333334;iforest;80-95;Relax;4
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;iforest;80-95;Relax;5
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;iforest;80-95;Relax;6
11;10;0;7;0,75;1,0;0,6111111111111112;0,7586206896551725;iforest;80-95;Relax;7
11;9;0;8;0,7142857142857143;1,0;0,5789473684210527;0,7333333333333334;iforest;80-95;Relax;8
11;1;0;16;0,42857142857142855;1,0;0,4074074074074074;0,5789473684210525;rce;80-95;Relax;1
